ACCT,TIPO,BUDGET,COST TO DATE,REF,Etapa,VARIANCE
2805-009,Below the Line,8000,8000.0,Detalle,2nd Unit,0.0
2805-010,Below the Line,16000,16000.0,Detalle,2nd Unit,0.0
2805-013,Below the Line,0,0.0,Detalle,,0.0
2805-014,Below the Line,8000,8000.0,Detalle,2nd Unit,0.0
2805-015,Below the Line,16000,16000.0,Detalle,2nd Unit,0.0
2805-018,Below the Line,0,0.0,Detalle,,0.0
2805-019,Below the Line,37500,27000.0,Detalle,SHOOT,10500.0
2808-002,Below the Line,0,0.0,Detalle,,0.0
2808-003,Below the Line,120000,135637.142,Detalle,ALL SHOW,-15637.141999999993
2885-002,Below the Line,0,0.0,Detalle,,0.0
2885-003,Below the Line,80000,12757.96,Detalle,ALL SHOW,67242.04000000001
2902-002,Below the Line,0,0.0,Detalle,,0.0
2902-003,Below the Line,3579.45,0.0,Detalle,PREP,3579.45
2902-004,Below the Line,100224.6,100203.6,Detalle,SHOOT,21.0
2902-005,Below the Line,7158.9,0.0,Detalle,WRAP,7158.9
2902-008,Below the Line,0,0.0,Detalle,,0.0
2902-009,Below the Line,0,0.0,Detalle,PREP,0.0
2902-010,Below the Line,100224.6,100203.6,Detalle,SHOOT,21.0
2902-011,Below the Line,7158.9,7157.4,Detalle,WRAP,1.5
2902-014,Below the Line,0,0.0,Detalle,,0.0
2902-015,Below the Line,0,0.0,Detalle,PREP,0.0
2902-016,Below the Line,100224.6,100198.2,Detalle,SHOOT,26.40000000000873
2902-017,Below the Line,7158.9,7157.4,Detalle,WRAP,1.5
2902-020,Below the Line,0,0.0,Detalle,,0.0
2902-021,Below the Line,7158.9,0.0,Detalle,2nd Unit,7158.9
2902-022,Below the Line,28635.6,2385.8,Detalle,2nd Unit,26249.8
2902-023,Below the Line,7158.9,0.0,Detalle,2nd Unit,7158.9
2902-026,Below the Line,0,0.0,Detalle,,0.0
2902-027,Below the Line,7158.9,0.0,Detalle,2nd Unit,7158.9
2902-028,Below the Line,28635.6,28634.0,Detalle,2nd Unit,1.5999999999985448
2902-029,Below the Line,7158.9,0.0,Detalle,2nd Unit,7158.9
2911-002,Below the Line,0,0.0,Detalle,,0.0
2911-003,Below the Line,60000,9543.2,Detalle,SHOOT,50456.8
2985-002,Below the Line,0,0.0,Detalle,,0.0
2985-003,Below the Line,78750,7700.0,Detalle,ALL SHOW,71050.0
2998-001,Below the Line,0,0.0,Detalle,Fringes,0.0
2998-002,Below the Line,0,0.0,Detalle,,0.0
2998-003,Below the Line,80000,0.0,Detalle,ALL SHOW,80000.0
3001-002,Below the Line,0,0.0,Detalle,,0.0
3001-003,Below the Line,17622.15,17622.15,Detalle,PREP,0.0
3001-004,Below the Line,123355.05,123354.13,Detalle,SHOOT,0.9199999999982538
3001-005,Below the Line,17622.15,0.0,Detalle,WRAP,17622.15
3001-008,Below the Line,0,0.0,Detalle,,0.0
3001-009,Below the Line,8811.08,0.0,Detalle,2nd Unit,8811.08
3001-010,Below the Line,35244.3,38551.65,Detalle,2nd Unit,-3307.3499999999985
3001-011,Below the Line,8811.08,0.0,Detalle,2nd Unit,8811.08
3002-002,Below the Line,0,0.0,Detalle,,0.0
3002-003,Below the Line,3579.45,7157.4,Detalle,PREP,-3577.95
3002-004,Below the Line,100224.6,100205.04,Detalle,SHOOT,19.560000000012224
3002-005,Below the Line,7158.9,0.0,Detalle,WRAP,7158.9
3002-008,Below the Line,0,0.0,Detalle,,0.0
3002-009,Below the Line,3579.45,0.0,Detalle,PREP,3579.45
3002-010,Below the Line,100224.6,78737.4,Detalle,SHOOT,21487.20000000001
3002-011,Below the Line,7158.9,0.0,Detalle,WRAP,7158.9
3002-014,Below the Line,0,0.0,Detalle,,0.0
3002-015,Below the Line,3579.45,7157.4,Detalle,PREP,-3577.95
3002-016,Below the Line,100224.6,104975.2,Detalle,SHOOT,-4750.599999999991
3002-017,Below the Line,7158.9,0.0,Detalle,WRAP,7158.9
3002-020,Below the Line,0,0.0,Detalle,,0.0
3002-021,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3002-022,Below the Line,28635.6,57263.6,Detalle,2nd Unit,-28628.0
3002-023,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3002-026,Below the Line,0,0.0,Detalle,,0.0
3002-027,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3002-028,Below the Line,28635.6,33405.97,Detalle,2nd Unit,-4770.370000000003
3002-029,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3002-032,Below the Line,0,0.0,Detalle,,0.0
3002-033,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3002-034,Below the Line,28635.6,31134.0,Detalle,2nd Unit,-2498.4000000000015
3002-035,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3003-002,Below the Line,0,0.0,Detalle,,0.0
3003-003,Below the Line,6037.5,0.0,Detalle,PREP,6037.5
3003-004,Below the Line,84525,84490.0,Detalle,SHOOT,35.0
3003-005,Below the Line,6037.5,4023.32,Detalle,WRAP,2014.1799999999998
3003-008,Below the Line,0,0.0,Detalle,,0.0
3003-009,Below the Line,4887.5,3258.33,Detalle,PREP,1629.17
3003-010,Below the Line,68425,68425.0,Detalle,SHOOT,0.0
3003-011,Below the Line,4887.5,3258.33,Detalle,WRAP,1629.17
3003-014,Below the Line,0,0.0,Detalle,,0.0
3003-015,Below the Line,5175,3450.0,Detalle,PREP,1725.0
3003-016,Below the Line,72450,72450.0,Detalle,SHOOT,0.0
3003-017,Below the Line,5175,3450.0,Detalle,WRAP,1725.0
3003-020,Below the Line,0,0.0,Detalle,,0.0
3003-021,Below the Line,5175,3450.0,Detalle,PREP,1725.0
3003-022,Below the Line,72450,72450.0,Detalle,SHOOT,0.0
3003-023,Below the Line,5175,8450.0,Detalle,WRAP,-3275.0
3003-026,Below the Line,0,0.0,Detalle,,0.0
3003-027,Below the Line,6037.5,0.0,Detalle,2nd Unit,6037.5
3003-028,Below the Line,24150,0.0,Detalle,2nd Unit,24150.0
3003-029,Below the Line,6037.5,0.0,Detalle,2nd Unit,6037.5
3003-032,Below the Line,0,0.0,Detalle,,0.0
3003-033,Below the Line,4887.5,0.0,Detalle,2nd Unit,4887.5
3003-034,Below the Line,19550,0.0,Detalle,2nd Unit,19550.0
3003-035,Below the Line,4887.5,0.0,Detalle,2nd Unit,4887.5
3003-038,Below the Line,0,0.0,Detalle,,0.0
3003-039,Below the Line,5175,6900.0,Detalle,2nd Unit,-1725.0
3003-040,Below the Line,20700,20700.0,Detalle,2nd Unit,0.0
3003-041,Below the Line,5175,0.0,Detalle,2nd Unit,5175.0
3003-044,Below the Line,0,0.0,Detalle,,0.0
3003-045,Below the Line,5175,0.0,Detalle,2nd Unit,5175.0
3003-046,Below the Line,20700,0.0,Detalle,2nd Unit,20700.0
3003-047,Below the Line,5175,0.0,Detalle,2nd Unit,5175.0
3004-002,Below the Line,0,0.0,Detalle,,0.0
3004-003,Below the Line,0,0.0,Detalle,PREP,0.0
3004-004,Below the Line,68425,68425.0,Detalle,SHOOT,0.0
3004-005,Below the Line,4887.5,3258.32,Detalle,WRAP,1629.1799999999998
3004-008,Below the Line,0,0.0,Detalle,,0.0
3004-009,Below the Line,0,0.0,Detalle,PREP,0.0
3004-010,Below the Line,19550,0.0,Detalle,SHOOT,19550.0
3004-011,Below the Line,4887.5,0.0,Detalle,WRAP,4887.5
3004-014,Below the Line,0,0.0,Detalle,,0.0
3004-015,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3004-016,Below the Line,19550,0.0,Detalle,2nd Unit,19550.0
3004-017,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3085-002,Below the Line,0,0.0,Detalle,,0.0
3085-003,Below the Line,115000,11296.55,Detalle,ALL SHOW,103703.45
3085-004,Below the Line,120000,57844.82,Detalle,ALL SHOW,62155.18
3091-002,Below the Line,0,0.0,Detalle,,0.0
3091-003,Below the Line,60000,20500.0,Detalle,SHOOT,39500.0
3091-006,Below the Line,0,0.0,Detalle,,0.0
3091-007,Below the Line,33750,54633.33,Detalle,2nd Unit,-20883.33
3098-002,Below the Line,0,0.0,Detalle,,0.0
3098-003,Below the Line,80000,0.0,Detalle,ALL SHOW,80000.0
3101-002,Below the Line,0,0.0,Detalle,,0.0
3101-003,Below the Line,21000,21000.0,Detalle,SOFT,0.0
3101-004,Below the Line,378000,378000.0,Detalle,PREP,0.0
3101-005,Below the Line,367500,367500.0,Detalle,SHOOT,0.0
3101-006,Below the Line,100000,100000.0,Detalle,WRAP,0.0
3101-009,Below the Line,0,0.0,Detalle,,0.0
3101-010,Below the Line,52500,52500.0,Detalle,2nd Unit,0.0
3101-011,Below the Line,70000,70000.0,Detalle,2nd Unit,0.0
3101-013,Below the Line,,14000.0,Detalle,2nd Unit,
3102-002,Below the Line,0,0.0,Detalle,,0.0
3102-003,Below the Line,13125,4333.33,Detalle,PREP,8791.67
3102-004,Below the Line,183750,182000.0,Detalle,SHOOT,1750.0
3102-005,Below the Line,0,0.0,Detalle,WRAP,0.0
3102-008,Below the Line,0,0.0,Detalle,,0.0
3102-009,Below the Line,13125,13125.0,Detalle,PREP,0.0
3102-010,Below the Line,183750,183750.0,Detalle,SHOOT,0.0
3102-011,Below the Line,0,0.0,Detalle,WRAP,0.0
3102-014,Below the Line,0,0.0,Detalle,,0.0
3102-015,Below the Line,13125,13000.0,Detalle,2nd Unit,125.0
3102-016,Below the Line,52500,52000.0,Detalle,2nd Unit,500.0
3102-019,Below the Line,0,0.0,Detalle,,0.0
3102-020,Below the Line,13125,17500.0,Detalle,2nd Unit,-4375.0
3102-021,Below the Line,52500,52500.0,Detalle,2nd Unit,0.0
3102-024,Below the Line,0,0.0,Detalle,,0.0
3102-025,Below the Line,75833.29,93333.32,Detalle,SHOOT,-17500.030000000013
3102-028,Below the Line,0,0.0,Detalle,,0.0
3102-029,Below the Line,4375,4375.0,Detalle,SHOOT,0.0
3102-031,Below the Line,,21666.66,Detalle,SHOOT,
3104-002,Below the Line,0,0.0,Detalle,,0.0
3104-003,Below the Line,21500,19706.5,Detalle,PREP,1793.5
3104-004,Below the Line,150500,157666.66,Detalle,SHOOT,-7166.6600000000035
3104-007,Below the Line,0,0.0,Detalle,,0.0
3104-008,Below the Line,10750,3583.33,Detalle,PREP,7166.67
3104-009,Below the Line,150500,150500.0,Detalle,SHOOT,0.0
3104-012,Below the Line,0,0.0,Detalle,,0.0
3104-013,Below the Line,10750,10750.0,Detalle,2nd Unit,0.0
3104-014,Below the Line,43000,50166.66,Detalle,2nd Unit,-7166.6600000000035
3104-017,Below the Line,0,0.0,Detalle,,0.0
3104-018,Below the Line,10750,0.0,Detalle,2nd Unit,10750.0
3104-019,Below the Line,43000,15000.0,Detalle,2nd Unit,28000.0
3104-022,Below the Line,0,0.0,Detalle,,0.0
3104-023,Below the Line,46583.29,7166.66,Detalle,SHOOT,39416.630000000005
3104-026,Below the Line,0,0.0,Detalle,,0.0
3104-027,Below the Line,3583.33,17500.0,Detalle,SHOOT,-13916.67
3104-029,Below the Line,,35083.31,Detalle,SHOOT,
3108-002,Below the Line,0,0.0,Detalle,,0.0
3108-003,Below the Line,0,0.0,Detalle,PREP,0.0
3108-004,Below the Line,98000,56000.0,Detalle,SHOOT,42000.0
3108-007,Below the Line,0,0.0,Detalle,,0.0
3108-008,Below the Line,28000,70000.0,Detalle,2nd Unit,-42000.0
3109-002,Below the Line,0,0.0,Detalle,,0.0
3109-003,Below the Line,9250,0.0,Detalle,PREP,9250.0
3109-004,Below the Line,129500,140000.0,Detalle,SHOOT,-10500.0
3109-007,Below the Line,0,0.0,Detalle,,0.0
3109-008,Below the Line,36000,43333.0,Detalle,2nd Unit,-7333.0
3109-010,Below the Line,,20000.0,Detalle,2nd Unit,
3110-002,Below the Line,0,0.0,Detalle,,0.0
3110-003,Below the Line,125000,64700.0,Detalle,SHOOT,60300.0
3112-002,Below the Line,0,0.0,Detalle,,0.0
3112-003,Below the Line,238000,238000.0,Detalle,SHOOT,0.0
3112-006,Below the Line,0,0.0,Detalle,,0.0
3112-007,Below the Line,34000,34000.0,Detalle,2nd Unit,0.0
3145-002,Below the Line,0,0.0,Detalle,,0.0
3145-003,Below the Line,8625,0.0,Detalle,PREP,8625.0
3145-004,Below the Line,120750,120750.0,Detalle,SHOOT,0.0
3145-005,Below the Line,8625,5750.0,Detalle,WRAP,2875.0
3145-008,Below the Line,0,0.0,Detalle,,0.0
3145-009,Below the Line,8625,5750.0,Detalle,PREP,2875.0
3145-010,Below the Line,120750,120750.0,Detalle,SHOOT,0.0
3145-011,Below the Line,8625,5750.0,Detalle,WRAP,2875.0
3145-014,Below the Line,0,0.0,Detalle,,0.0
3145-015,Below the Line,7500,7500.0,Detalle,PREP,0.0
3145-016,Below the Line,105000,107500.0,Detalle,SHOOT,-2500.0
3145-019,Below the Line,0,0.0,Detalle,,0.0
3145-020,Below the Line,7500,7500.0,Detalle,PREP,0.0
3145-021,Below the Line,105000,77500.0,Detalle,SHOOT,27500.0
3145-024,Below the Line,0,0.0,Detalle,,0.0
3145-025,Below the Line,7500,5000.0,Detalle,PREP,2500.0
3145-026,Below the Line,105000,105000.0,Detalle,SHOOT,0.0
3145-029,Below the Line,0,0.0,Detalle,,0.0
3145-030,Below the Line,3750,3750.0,Detalle,PREP,0.0
3145-031,Below the Line,52500,56250.0,Detalle,SHOOT,-3750.0
3145-034,Below the Line,0,0.0,Detalle,,0.0
3145-035,Below the Line,9000,0.0,Detalle,SHOOT,9000.0
3145-038,Below the Line,0,0.0,Detalle,,0.0
3145-039,Below the Line,8625,0.0,Detalle,2nd Unit,8625.0
3145-040,Below the Line,34500,63250.0,Detalle,2nd Unit,-28750.0
3145-041,Below the Line,8625,0.0,Detalle,2nd Unit,8625.0
3145-044,Below the Line,0,0.0,Detalle,,0.0
3145-045,Below the Line,8625,11500.0,Detalle,2nd Unit,-2875.0
3145-046,Below the Line,34500,34500.0,Detalle,2nd Unit,0.0
3145-047,Below the Line,8625,0.0,Detalle,2nd Unit,8625.0
3145-050,Below the Line,0,0.0,Detalle,,0.0
3145-051,Below the Line,7500,7500.0,Detalle,2nd Unit,0.0
3145-052,Below the Line,30000,45000.0,Detalle,2nd Unit,-15000.0
3145-055,Below the Line,0,0.0,Detalle,,0.0
3145-056,Below the Line,0,0.0,Detalle,SHOOT,0.0
3145-059,Below the Line,0,0.0,Detalle,,0.0
3145-060,Below the Line,8625,0.0,Detalle,SHOOT,8625.0
3145-063,Below the Line,0,0.0,Detalle,,0.0
3145-064,Below the Line,8625,9875.0,Detalle,SHOOT,-1250.0
3145-066,Below the Line,,34749.990000000005,Detalle,SHOOT,
3145-068,Below the Line,,0.0,Detalle,SHOOT,
3145-070,Below the Line,,0.0,Detalle,SHOOT,
3185-002,Below the Line,0,0.0,Detalle,,0.0
3185-003,Below the Line,120000,67265.44,Detalle,ALL SHOW,52734.56
3192-002,Below the Line,0,0.0,Detalle,,0.0
3192-003,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-004,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-005,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-006,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-007,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-008,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-009,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-010,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-011,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-012,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-013,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-014,Below the Line,0,0.0,Detalle,SHOOT,0.0
3192-015,Below the Line,252000,134000.0,Detalle,SHOOT,118000.0
3192-018,Below the Line,0,0.0,Detalle,,0.0
3192-019,Below the Line,72000,0.0,Detalle,2nd Unit,72000.0
3192-021,Below the Line,,0.0,Detalle,2nd Unit,
3193-002,Below the Line,0,0.0,Detalle,,0.0
3193-004,Below the Line,0,0.0,Detalle,,0.0
3193-005,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-006,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-007,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-008,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-009,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-010,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-011,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-012,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-013,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-014,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-015,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-016,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-017,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-018,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-019,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-020,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-021,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-022,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-023,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-024,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-025,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-026,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-027,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-028,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-029,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-030,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-031,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-032,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-033,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-034,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-035,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-036,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-037,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-038,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-039,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-040,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-041,Below the Line,2414076,2414076.0,Detalle,SHOOT,0.0
3193-044,Below the Line,0,0.0,Detalle,,0.0
3193-045,Below the Line,2110037.4,2110037.4,Detalle,SHOOT,0.0
3193-048,Below the Line,0,0.0,Detalle,,0.0
3193-049,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-050,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-051,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-052,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-053,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-054,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-055,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-056,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-057,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-058,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-059,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-060,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-061,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-062,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-063,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-064,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-065,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-066,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-067,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-068,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-069,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-070,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-071,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-072,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-073,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-074,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-075,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-076,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-077,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-078,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-079,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-080,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-081,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3193-082,Below the Line,764239,764239.0,Detalle,2nd Unit,0.0
3193-085,Below the Line,0,0.0,Detalle,,0.0
3193-086,Below the Line,253876,253876.0,Detalle,2nd Unit,0.0
3193-089,Below the Line,0,0.0,Detalle,,0.0
3193-090,Below the Line,286068.72,673533.8799999999,Detalle,SHOOT,-387465.1599999999
3193-093,Below the Line,0,0.0,Detalle,,0.0
3193-094,Below the Line,172000,183373.28,Detalle,SHOOT,-11373.279999999999
3193-097,Below the Line,0,0.0,Detalle,,0.0
3193-098,Below the Line,119000,119000.0,Detalle,SHOOT,0.0
3193-099,Below the Line,94500,61600.0,Detalle,SHOOT,32900.0
3193-100,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-101,Below the Line,49000,49000.0,Detalle,SHOOT,0.0
3193-102,Below the Line,0,0.0,Detalle,SHOOT,0.0
3193-103,Below the Line,52500,52500.0,Detalle,SHOOT,0.0
3193-104,Below the Line,49000,49000.0,Detalle,SHOOT,0.0
3193-105,Below the Line,189000,196500.0,Detalle,SHOOT,-7500.0
3193-106,Below the Line,120000,146000.0,Detalle,SHOOT,-26000.0
3193-107,Below the Line,63000,63400.0,Detalle,SHOOT,-400.0
3193-110,Below the Line,0,0.0,Detalle,,0.0
3193-111,Below the Line,90000,91800.0,Detalle,SHOOT,-1800.0
3193-114,Below the Line,0,0.0,Detalle,,0.0
3193-115,Below the Line,294000,366172.78,Detalle,2nd Unit,-72172.78000000003
3193-117,Below the Line,,112500.0,Detalle,2nd Unit,
3193-119,Below the Line,,48600.0,Detalle,2nd Unit,
3198-002,Below the Line,0,0.0,Detalle,,0.0
3198-003,Below the Line,300000,30357.0,Detalle,SHOOT,269643.0
3201-002,Below the Line,0,0.0,Detalle,,0.0
3201-003,Below the Line,16000,16000.0,Detalle,PREP,0.0
3201-004,Below the Line,112000,120700.0,Detalle,SHOOT,-8700.0
3201-005,Below the Line,84000,120500.0,Detalle,SHOOT,-36500.0
3201-006,Below the Line,63000,63000.0,Detalle,SHOOT,0.0
3201-007,Below the Line,98000,98000.0,Detalle,SHOOT,0.0
3201-008,Below the Line,8500,14533.33,Detalle,SHOOT,-6033.33
3201-011,Below the Line,0,0.0,Detalle,,0.0
3201-012,Below the Line,32000,11000.0,Detalle,2nd Unit,21000.0
3201-013,Below the Line,24000,24000.0,Detalle,2nd Unit,0.0
3201-014,Below the Line,18000,24000.0,Detalle,2nd Unit,-6000.0
3201-015,Below the Line,28000,28000.0,Detalle,2nd Unit,0.0
3220-002,Below the Line,0,0.0,Detalle,,0.0
3220-003,Below the Line,294000,517000.0,Detalle,SHOOT,-223000.0
3220-006,Below the Line,0,0.0,Detalle,,0.0
3220-007,Below the Line,84000,165450.76,Detalle,2nd Unit,-81450.76000000001
3220-010,Below the Line,0,0.0,Detalle,,0.0
3220-011,Below the Line,42000,0.0,Detalle,SHOOT,42000.0
3220-014,Below the Line,0,0.0,Detalle,,0.0
3220-015,Below the Line,12000,28000.0,Detalle,2nd Unit,-16000.0
3220-018,Below the Line,0,0.0,Detalle,,0.0
3220-019,Below the Line,28000,36000.0,Detalle,SHOOT,-8000.0
3220-020,Below the Line,2500,0.0,Detalle,SHOOT,2500.0
3292-002,Below the Line,0,0.0,Detalle,,0.0
3292-003,Below the Line,126000,126000.0,Detalle,SHOOT,0.0
3292-006,Below the Line,0,0.0,Detalle,,0.0
3292-007,Below the Line,27000,32250.0,Detalle,2nd Unit,-5250.0
3294-002,Below the Line,0,0.0,Detalle,,0.0
3294-003,Below the Line,20000,13125.76,Detalle,ALL SHOW,6874.24
3298-002,Below the Line,0,0.0,Detalle,,0.0
3298-003,Below the Line,20000,35017.56,Detalle,ALL SHOW,-15017.559999999998
3305-002,Below the Line,0,0.0,Detalle,,0.0
3305-003,Below the Line,19000,19000.0,Detalle,SHOOT,0.0
3305-004,Below the Line,20000,20000.0,Detalle,SHOOT,0.0
3305-005,Below the Line,4500,4500.0,Detalle,SHOOT,0.0
3305-006,Below the Line,12000,12000.0,Detalle,SHOOT,0.0
3305-007,Below the Line,78000,320700.0,Detalle,SHOOT,-242700.0
3305-010,Below the Line,0,0.0,Detalle,,0.0
3305-011,Below the Line,32000,32000.0,Detalle,SHOOT,0.0
3401-002,Below the Line,0,0.0,Detalle,,0.0
3401-003,Below the Line,4400,23187.047,Detalle,PREP,-18787.047
3401-004,Below the Line,22356,22226.89,Detalle,PREP,129.11000000000058
3401-005,Below the Line,3876.45,2013.45,Detalle,PREP,1862.9999999999998
3401-008,Below the Line,0,0.0,Detalle,,0.0
3401-009,Below the Line,1504.68,1355.5,Detalle,PREP,149.18000000000006
3401-010,Below the Line,1809.6,6659.33,Detalle,PREP,-4849.73
3401-011,Below the Line,11948.76,18153.448,Detalle,PREP,-6204.688
3401-012,Below the Line,1787.5,2860.0,Detalle,PREP,-1072.5
3401-013,Below the Line,4353.44,4353.45,Detalle,PREP,-0.010000000000218279
3401-014,Below the Line,17333.47,17202.64,Detalle,PREP,130.83000000000175
3401-015,Below the Line,251,563.48,Detalle,PREP,-312.48
3401-016,Below the Line,0,0.0,Detalle,PREP,0.0
3401-017,Below the Line,8449.05,9351.74,Detalle,PREP,-902.6900000000005
3401-020,Below the Line,0,0.0,Detalle,,0.0
3401-021,Below the Line,12000,15878.0,Detalle,PREP,-3878.0
3401-022,Below the Line,27,564.804,Detalle,PREP,-537.804
3401-023,Below the Line,12000,16039.0,Detalle,PREP,-4039.0
3401-024,Below the Line,5300,7700.0,Detalle,PREP,-2400.0
3401-025,Below the Line,47.41,47.41,Detalle,PREP,0.0
3401-026,Below the Line,3000,0.0,Detalle,PREP,3000.0
3401-027,Below the Line,191,0.0,Detalle,PREP,191.0
3401-030,Below the Line,0,0.0,Detalle,,0.0
3401-031,Below the Line,16508,16508.0,Detalle,PREP,0.0
3401-032,Below the Line,8670,8670.0,Detalle,PREP,0.0
3401-033,Below the Line,22435.98,22436.0,Detalle,PREP,-0.020000000000436557
3401-034,Below the Line,20160,20601.0,Detalle,PREP,-441.0
3401-035,Below the Line,7494,7489.0,Detalle,PREP,5.0
3401-036,Below the Line,10125,10110.0,Detalle,PREP,15.0
3401-037,Below the Line,17953.4,15080.0,Detalle,PREP,2873.4000000000015
3401-038,Below the Line,2798,3590.0,Detalle,PREP,-792.0
3401-041,Below the Line,0,0.0,Detalle,,0.0
3401-042,Below the Line,55000,104225.04,Detalle,PREP,-49225.03999999999
3402-002,Below the Line,0,0.0,Detalle,,0.0
3402-003,Below the Line,105000,120750.0,Detalle,SOFT,-15750.0
3402-004,Below the Line,189000,173250.0,Detalle,PREP,15750.0
3402-005,Below the Line,147000,147000.0,Detalle,SHOOT,0.0
3402-006,Below the Line,63000,49000.0,Detalle,WRAP,14000.0
3403-002,Below the Line,0,0.0,Detalle,,0.0
3403-003,Below the Line,98000,88200.0,Detalle,PREP,9800.0
3403-004,Below the Line,98000,88200.0,Detalle,SHOOT,9800.0
3403-005,Below the Line,56000,50400.0,Detalle,WRAP,5600.0
